Genome project	Gene stable ID
caenorhabditis_brenneri	WBGene00139216
caenorhabditis_brenneri	WBGene00139217
caenorhabditis_brenneri	WBGene00139219
caenorhabditis_brenneri	WBGene00139220
caenorhabditis_brenneri	WBGene00139221
caenorhabditis_brenneri	WBGene00139222
caenorhabditis_brenneri	WBGene00139223
caenorhabditis_brenneri	WBGene00139224
caenorhabditis_brenneri	WBGene00139226
caenorhabditis_brenneri	WBGene00139227
caenorhabditis_brenneri	WBGene00139228
caenorhabditis_brenneri	WBGene00139229
caenorhabditis_brenneri	WBGene00139230
caenorhabditis_brenneri	WBGene00139231
caenorhabditis_brenneri	WBGene00139232
caenorhabditis_brenneri	WBGene00139233
caenorhabditis_brenneri	WBGene00139234
caenorhabditis_brenneri	WBGene00139235
caenorhabditis_brenneri	WBGene00139236
caenorhabditis_brenneri	WBGene00139237
caenorhabditis_brenneri	WBGene00139238
caenorhabditis_brenneri	WBGene00139239
caenorhabditis_brenneri	WBGene00139240
caenorhabditis_brenneri	WBGene00139241
caenorhabditis_brenneri	WBGene00139242
caenorhabditis_brenneri	WBGene00139243
caenorhabditis_brenneri	WBGene00139245
caenorhabditis_brenneri	WBGene00139246
caenorhabditis_brenneri	WBGene00139247
caenorhabditis_brenneri	WBGene00139248
caenorhabditis_brenneri	WBGene00139249
caenorhabditis_brenneri	WBGene00139250
caenorhabditis_brenneri	WBGene00139251
caenorhabditis_brenneri	WBGene00139252
caenorhabditis_brenneri	WBGene00139253
caenorhabditis_brenneri	WBGene00139254
caenorhabditis_brenneri	WBGene00139255
caenorhabditis_brenneri	WBGene00139256
caenorhabditis_brenneri	WBGene00139257
caenorhabditis_brenneri	WBGene00139258
caenorhabditis_brenneri	WBGene00139259
caenorhabditis_brenneri	WBGene00139260
caenorhabditis_brenneri	WBGene00139261
caenorhabditis_brenneri	WBGene00139262
caenorhabditis_brenneri	WBGene00139263
caenorhabditis_brenneri	WBGene00139264
caenorhabditis_brenneri	WBGene00139265
caenorhabditis_brenneri	WBGene00139266
caenorhabditis_brenneri	WBGene00139267
caenorhabditis_brenneri	WBGene00139268
caenorhabditis_brenneri	WBGene00139269
caenorhabditis_brenneri	WBGene00139270
caenorhabditis_brenneri	WBGene00139271
caenorhabditis_brenneri	WBGene00139272
caenorhabditis_brenneri	WBGene00139273
caenorhabditis_brenneri	WBGene00139274
caenorhabditis_brenneri	WBGene00139275
caenorhabditis_brenneri	WBGene00139276
caenorhabditis_brenneri	WBGene00139277
caenorhabditis_brenneri	WBGene00139278
caenorhabditis_brenneri	WBGene00139279
caenorhabditis_brenneri	WBGene00139280
caenorhabditis_brenneri	WBGene00139281
caenorhabditis_brenneri	WBGene00139282
caenorhabditis_brenneri	WBGene00139283
caenorhabditis_brenneri	WBGene00139284
caenorhabditis_brenneri	WBGene00139285
caenorhabditis_brenneri	WBGene00139286
caenorhabditis_brenneri	WBGene00139287
caenorhabditis_brenneri	WBGene00139288
caenorhabditis_brenneri	WBGene00139289
caenorhabditis_brenneri	WBGene00139290
caenorhabditis_brenneri	WBGene00139291
caenorhabditis_brenneri	WBGene00139292
caenorhabditis_brenneri	WBGene00139293
caenorhabditis_brenneri	WBGene00139294
caenorhabditis_brenneri	WBGene00139295
caenorhabditis_brenneri	WBGene00139296
caenorhabditis_brenneri	WBGene00139297
caenorhabditis_brenneri	WBGene00139298
caenorhabditis_brenneri	WBGene00139299
caenorhabditis_brenneri	WBGene00139300
caenorhabditis_brenneri	WBGene00139301
caenorhabditis_brenneri	WBGene00139302
caenorhabditis_brenneri	WBGene00139303
caenorhabditis_brenneri	WBGene00139304
caenorhabditis_brenneri	WBGene00139305
caenorhabditis_brenneri	WBGene00139306
caenorhabditis_brenneri	WBGene00139307
caenorhabditis_brenneri	WBGene00139308
caenorhabditis_brenneri	WBGene00139309
caenorhabditis_brenneri	WBGene00139310
caenorhabditis_brenneri	WBGene00139311
caenorhabditis_brenneri	WBGene00139312
caenorhabditis_brenneri	WBGene00139313
caenorhabditis_brenneri	WBGene00139314
caenorhabditis_brenneri	WBGene00139315
caenorhabditis_brenneri	WBGene00139316
caenorhabditis_brenneri	WBGene00139317
caenorhabditis_brenneri	WBGene00139318
caenorhabditis_brenneri	WBGene00139319
caenorhabditis_brenneri	WBGene00139320
caenorhabditis_brenneri	WBGene00139321
caenorhabditis_brenneri	WBGene00139322
caenorhabditis_brenneri	WBGene00139323
caenorhabditis_brenneri	WBGene00139324
caenorhabditis_brenneri	WBGene00139325
caenorhabditis_brenneri	WBGene00139326
caenorhabditis_brenneri	WBGene00139327
caenorhabditis_brenneri	WBGene00139328
caenorhabditis_brenneri	WBGene00139329
caenorhabditis_brenneri	WBGene00139330
caenorhabditis_brenneri	WBGene00139331
caenorhabditis_brenneri	WBGene00139332
caenorhabditis_brenneri	WBGene00139333
caenorhabditis_brenneri	WBGene00139334
caenorhabditis_brenneri	WBGene00139335
caenorhabditis_brenneri	WBGene00139336
caenorhabditis_brenneri	WBGene00139337
caenorhabditis_brenneri	WBGene00139338
caenorhabditis_brenneri	WBGene00139339
caenorhabditis_brenneri	WBGene00139340
caenorhabditis_brenneri	WBGene00139341
caenorhabditis_brenneri	WBGene00139342
caenorhabditis_brenneri	WBGene00139343
caenorhabditis_brenneri	WBGene00139344
